"","age","gender","occupation","qqm","soc_1","soc_2","soc_3","soc_4","soc_5","soc_6","soc_7","soc_8","soc_9","soc_10","soc_11","soc_12","soc_13","soc_14","soc_15","soc_16","soc_17","soc_18","soc_19","soc_20","soc_21","soc_22","soc_23","soc_24","gbs_1","gbs_2","gbs_3","gbs_4","gbs_5","gbs_6","gbs_7","gbs_8","gbs_9","gbs_10","gbs_11","gbs_12"
"482",28,"female","current student","no",2,4,4,4,3,4,4,2,5,4,4,4,4,4,4,5,4,5,2,4,4,4,4,4,2,3,4,4,4,4,4,3,4,2,4,2
"483",22,"male","current student","no",4,3,3,3,2,4,4,5,3,2,5,4,4,4,4,4,5,4,3,3,4,4,2,4,4,4,4,3,4,4,3,3,4,5,2,2
"484",53,"male","employed","no",3,4,4,3,3,3,4,4,5,5,5,4,5,5,4,5,5,4,5,4,4,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1
"485",59,"male","employed","no",4,5,4,4,4,4,4,5,4,5,5,4,4,4,5,5,4,5,4,5,4,5,4,5,4,4,4,4,4,4,1,1,1,1,1,2
"486",52,"female","employed","no",3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,2,3,2,2,3,3
"487",22,"female","employed","no",4,4,4,4,3,2,5,5,4,5,5,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,1,2,1,2,2
"488",51,"male","employed","no",2,3,4,3,2,1,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,4,3,3,3,3,3,2,3,2,2,2,2,3
"489",20,"male","employed","no",4,3,4,2,4,2,3,4,4,4,3,4,4,3,3,4,4,5,5,4,4,5,4,4,3,3,3,3,4,4,2,2,2,4,1,3
"490",52,"female","employed","no",4,4,5,2,4,2,2,4,4,5,4,4,4,4,3,4,4,5,2,4,4,4,5,4,4,4,3,4,4,4,2,2,2,1,2,2
"491",26,"female","current student","no",4,4,5,5,4,5,4,5,5,5,5,4,5,5,4,5,4,5,2,5,5,4,4,5,5,4,5,5,4,4,2,1,1,2,1,1
"492",27,"female","current student","no",2,3,3,4,2,2,3,5,4,4,4,4,4,4,3,5,3,4,3,3,3,3,2,4,3,5,3,4,4,4,3,3,2,2,3,2
"493",20,"female","current student","yes",5,4,5,5,4,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1
"494",51,"female","part-time","no",1,4,4,5,2,2,2,5,5,5,3,5,2,3,2,5,2,2,2,4,2,2,2,2,3,4,3,4,4,4,3,2,2,4,4,2
"495",26,"female","employed","no",3,4,5,5,4,5,4,4,5,5,5,5,5,5,4,5,3,5,2,4,2,3,2,4,4,4,5,4,4,4,2,2,1,1,1,1
"496",20,"female","current student","no",2,4,2,4,4,5,4,4,4,4,4,5,4,4,4,5,4,4,2,2,2,2,2,4,3,5,3,4,4,4,4,2,2,2,3,2
"497",19,"male","current student","no",1,3,3,3,3,2,2,3,3,3,4,3,3,4,3,2,2,4,2,2,3,3,1,4,4,3,3,2,2,2,4,4,3,2,4,3
"498",19,"female","current student","no",2,4,4,4,4,5,4,2,4,3,2,3,3,3,3,2,4,5,4,4,4,4,4,4,5,2,4,2,4,4,2,4,5,3,4,4
"499",20,"female","employed","no",3,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,2,2,4,4,4,4,4,4,4,4,2,2,2,3,2,2
"500",28,"female","employed","no",1,2,2,4,4,4,4,5,4,4,5,4,5,4,5,4,3,4,2,2,4,4,4,4,4,5,4,4,4,4,2,2,3,2,2,2
"501",20,"female","current student","no",2,2,2,2,4,2,3,2,3,4,4,3,4,3,2,4,4,4,2,4,3,4,2,4,3,4,4,3,2,3,4,2,3,4,5,4
"502",21,"other","current student","no",4,2,2,2,2,2,3,1,2,4,4,3,2,4,5,4,4,5,4,3,4,4,4,4,2,2,3,3,3,4,5,4,5,4,3,4
"503",20,"male","current student","no",3,4,3,4,5,4,4,4,4,5,4,4,4,5,4,3,3,4,3,4,3,3,2,5,4,5,4,5,4,4,2,1,2,1,3,2
"504",43,"male","employed","no",3,4,3,4,4,4,3,4,4,4,4,3,4,5,4,4,3,4,2,4,4,4,2,5,4,4,4,4,4,3,2,4,2,2,3,2
"505",20,"male","employed","no",4,4,4,4,3,2,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"506",19,"male","current student","no",3,4,5,4,4,5,4,5,5,5,4,5,4,4,4,5,4,5,4,5,4,4,3,5,4,5,3,4,4,3,2,1,2,3,3,1
"507",20,"female","part-time","no",2,3,3,2,3,2,4,5,4,4,4,4,4,4,4,3,3,4,1,4,3,2,3,4,4,4,4,4,4,4,3,2,2,2,2,2
"508",22,"female","current student","no",2,5,5,5,5,5,4,2,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,4,5,4,4,1,1,1,2,1,2
"509",19,"male","current student","no",3,4,4,4,5,5,4,3,4,5,4,5,4,5,4,5,4,5,3,4,4,4,4,4,4,4,5,4,5,5,2,1,2,2,2,2
"510",20,"female","current student","no",4,4,2,3,5,4,4,3,5,3,5,5,5,5,5,5,4,5,3,4,3,4,2,5,3,5,4,4,3,4,2,2,2,3,3,2
"511",19,"female","current student","no",2,2,2,4,4,5,3,2,4,5,4,4,5,4,3,4,2,5,2,2,3,2,2,2,3,4,5,3,4,4,2,2,2,2,3,2
"512",41,"male","employed","no",3,4,3,3,4,3,4,3,4,4,5,5,4,4,5,5,3,5,3,5,4,4,4,5,5,5,4,5,5,4,1,1,1,1,1,1
"513",21,"female","current student","no",1,1,2,3,2,4,2,3,4,4,4,3,2,2,4,4,4,4,2,2,2,4,1,4,3,3,2,2,3,4,4,4,4,4,3,4
"514",22,"female","current student","yes",2,2,3,2,4,4,3,3,4,5,4,4,4,4,4,4,2,4,2,3,2,3,3,3,3,4,4,4,4,4,4,2,3,3,3,2
"515",44,"female","employed","no",4,4,4,4,4,4,4,3,4,5,4,4,4,5,4,4,4,4,3,4,4,3,2,4,4,5,4,4,4,4,2,2,2,2,2,2
"516",19,"female","current student","no",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"517",27,"male","current student","no",4,5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,2,1,2,2,1,1
"518",53,"female","employed","no",3,2,2,2,2,2,3,2,3,2,4,3,2,4,4,4,3,4,2,2,2,2,2,3,4,3,4,3,4,3,3,4,3,3,3,3
"519",57,"female","employed","no",3,5,5,3,4,3,4,5,5,4,5,4,4,4,4,5,4,5,4,4,3,4,3,5,4,5,4,4,4,4,1,2,2,2,1,2
"520",35,"male","employed","no",4,5,4,4,4,4,4,5,4,5,4,5,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,2,1,1,1,2,1
"521",60,"female","employed","no",5,4,4,5,4,4,5,5,1,4,5,4,5,5,4,5,4,5,4,4,4,5,4,5,4,5,4,4,3,4,2,2,1,2,2,2
"522",34,"female","employed","no",4,5,5,5,4,4,4,5,4,4,4,5,4,4,4,5,4,5,4,5,3,4,4,5,4,4,4,4,4,4,2,1,2,1,3,1
"523",59,"male","employed","no",4,4,3,4,3,3,5,4,4,4,4,4,3,4,4,4,4,3,2,3,2,2,3,3,3,4,3,3,2,2,3,3,2,3,3,3
"524",25,"female","employed","no",5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,4,5,5,4,5,4,5,4,5,1,1,1,1,2,1
"525",38,"male","employed","no",4,4,3,4,4,5,5,3,4,4,4,4,4,4,4,5,5,5,4,4,4,5,3,4,4,4,4,4,4,4,2,3,2,1,1,3
"526",54,"male","employed","no",5,4,5,4,5,4,4,5,3,4,4,5,5,5,5,4,5,5,4,4,4,5,4,5,4,4,4,4,4,4,2,2,2,1,2,2
"527",27,"female","employed","no",5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,2,4,5,5,5,5,4,5,5,5,1,1,1,1,1,1
"528",36,"female","employed","no",4,5,3,5,4,4,5,4,4,4,3,4,4,3,3,4,5,4,5,4,4,4,2,4,4,4,4,4,3,4,3,2,2,2,2,2
"529",28,"female","employed","no",4,4,3,3,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,5,4,4,4,4,4,4,4,4,3,2,2,2,2,3
"530",61,"female","retired","no",5,2,5,5,4,5,5,5,5,2,5,5,4,5,5,5,4,5,3,1,2,4,2,5,5,5,5,5,5,5,1,1,1,1,1,1
"531",30,"male","employed","no",4,4,3,4,4,4,4,5,4,5,3,4,4,4,3,4,4,5,4,4,4,4,2,5,4,4,2,3,3,4,4,3,2,5,4,2
"532",35,"male","employed","no",5,4,4,5,4,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,4,5,4,4,4,4,4,4,2,2,1,2,2,2
"533",20,"female","current student","no",2,4,2,2,4,3,4,2,3,5,3,5,3,4,3,4,4,5,5,5,5,5,4,4,3,4,3,3,3,3,4,3,4,4,3,3
"534",19,"female","employed","no",2,2,2,2,4,3,4,4,3,2,4,3,4,3,3,4,4,3,2,4,3,2,4,4,4,2,3,3,4,4,2,4,2,3,2,4
"535",67,"male","employed","no",4,4,5,5,5,4,4,1,5,5,5,5,4,4,5,5,4,5,3,4,3,4,5,5,4,4,5,4,5,5,2,1,1,2,3,2
"536",22,"female","part-time","no",2,4,3,4,4,4,4,5,4,4,5,5,4,5,4,5,4,4,2,4,3,3,2,5,4,5,3,4,4,4,2,2,1,2,2,2
"537",27,"male","employed","no",3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,2,2,1,3,3
"538",60,"male","employed","no",4,5,4,2,4,2,4,5,5,5,4,5,5,5,5,5,4,5,4,4,4,4,4,4,4,5,5,5,5,4,3,2,3,3,2,1
"539",19,"male","current student","no",3,5,5,4,5,4,3,5,4,5,4,4,5,4,4,5,5,2,4,4,4,4,2,5,4,5,4,4,4,4,2,2,1,1,3,1
"540",60,"female","employed","no",2,4,5,2,4,2,4,2,5,5,5,5,4,4,4,5,3,4,3,5,3,4,4,4,4,5,4,5,4,4,2,1,1,1,2,2
"541",19,"female","unemployed","no",4,4,3,4,4,4,4,2,4,4,4,4,5,5,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,2,2,3,2
"542",20,"female","current student","no",5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
"543",18,"female","current student","no",5,4,4,4,4,5,4,2,5,4,4,4,4,5,4,5,2,4,2,4,2,3,4,4,4,4,4,4,4,4,2,2,2,2,3,2
"544",26,"male","part-time","no",2,4,3,3,4,2,4,5,3,5,4,4,3,4,3,5,4,4,4,3,3,4,2,4,3,5,4,3,4,2,4,2,2,3,3,1
"545",21,"male","employed","no",5,4,5,4,4,5,4,4,4,5,4,5,4,4,4,5,4,5,4,4,4,5,5,5,4,5,4,3,5,4,2,3,1,2,2,4
"546",29,"male","employed","no",5,5,3,5,5,5,5,5,5,5,3,3,3,5,4,4,5,5,5,5,5,5,5,5,5,5,3,2,5,3,4,5,3,5,5,5
"547",22,"female","current student","no",2,5,4,4,4,3,4,5,5,5,4,5,4,5,4,4,4,5,2,4,4,4,2,3,4,5,4,4,4,4,2,3,2,2,3,2
"548",57,"male","employed","no",1,2,3,2,2,2,3,1,2,2,4,3,2,2,4,2,4,5,2,2,2,2,1,4,2,3,2,4,3,2,4,2,4,4,4,3
"549",19,"male","current student","no",4,4,2,2,4,4,5,4,4,2,5,4,5,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,5,5,1,1,1,1,1,1
"550",21,"female","current student","no",2,3,3,4,5,4,4,4,3,4,5,4,2,4,4,5,3,4,4,2,2,3,2,4,4,5,4,3,4,4,1,3,1,1,3,1
"551",46,"female","employed","no",3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,4,3,4,5,4,4,4,4,5,5,4,4,4,1,1,2,1,2,1
"552",22,"female","employed","no",2,5,3,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,4,4,3,4,4,4,4,5,4,4,4,4,2,1,1,2,2,2
"553",20,"female","current student","no",4,4,5,5,4,4,5,5,4,4,4,4,4,4,4,5,5,5,5,4,4,5,5,5,4,5,4,4,3,4,3,3,3,3,2,2
"554",20,"other","current student","no",2,4,5,4,4,5,3,2,4,4,4,4,5,5,4,4,2,4,3,5,4,2,3,5,4,4,4,4,4,4,2,2,3,2,2,2
"555",20,"male","current student","no",2,4,4,4,5,4,4,2,4,4,3,4,4,4,3,4,4,5,3,4,4,4,2,4,4,4,4,4,4,3,3,1,2,2,2,2
"556",20,"female","current student","no",1,3,4,4,3,4,2,5,4,4,4,4,3,5,4,4,4,4,2,4,4,3,3,4,3,4,4,2,3,4,3,2,5,4,3,2
"557",27,"male","current student","no",4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,1,1,1,1,1,2
"558",22,"female","current student","no",2,4,4,4,4,4,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,4,2,2,5,4,4,4,2,4,2,2,2,2,2,2
"559",20,"female","current student","no",3,2,2,5,3,3,4,5,4,4,4,4,3,5,4,5,3,4,4,5,4,4,4,4,4,5,4,4,4,3,2,3,1,2,2,1
"560",42,"female","employed","no",2,2,2,4,3,3,3,2,4,3,2,4,3,3,3,3,4,4,3,4,4,3,3,4,3,3,3,3,3,3,3,2,3,2,3,4
"561",76,"male","retired","no",2,4,4,3,2,2,3,2,4,3,4,4,3,3,3,4,3,3,3,2,2,3,2,2,4,4,4,3,2,4,2,2,2,2,2,2
"562",19,"female","current student","no",5,4,4,4,4,5,5,1,4,5,5,4,5,4,4,5,4,5,4,4,5,3,4,5,4,4,4,4,4,4,1,1,1,1,1,1
"563",63,"female","part-time","no",4,4,5,4,4,3,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,3,5,5,5,4,5,4,5,1,2,1,1,1,1
"564",20,"female","current student","no",5,5,5,5,5,4,5,4,3,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,3,4,4,4,4,4,2,3,2,3,3,2
"565",19,"male","current student","no",5,4,4,4,4,5,5,5,4,5,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,1,2,1,1,1,1
"566",52,"female","employed","no",5,2,5,4,5,5,5,1,4,5,4,4,3,5,4,3,5,5,5,5,5,4,5,5,3,3,3,3,4,4,2,2,3,1,3,4
"567",19,"female","current student","no",4,5,3,4,4,4,4,4,5,5,5,4,4,5,4,5,4,5,2,5,3,4,3,4,5,5,4,4,4,4,2,1,2,2,3,1
"568",73,"female","retired","no",2,2,3,2,4,2,2,4,4,5,3,3,4,3,3,4,3,3,2,2,4,4,3,4,2,4,3,3,3,3,4,2,3,2,3,2
"569",42,"female","unemployed","no",3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2
"570",19,"female","current student","no",2,2,4,2,2,3,3,2,4,4,5,5,4,4,4,4,3,4,3,4,3,3,2,5,4,4,4,5,4,4,3,2,4,2,2,1
"571",21,"female","current student","no",3,4,4,4,4,4,4,4,5,5,5,5,3,5,4,5,4,4,3,4,4,4,3,4,4,5,4,5,4,5,2,5,1,2,2,1
"572",21,"female","employed","no",2,3,3,2,4,2,3,4,3,4,4,4,2,2,3,4,3,4,3,4,3,4,3,4,2,4,3,3,3,4,3,3,3,3,3,3
"573",49,"female","retired","no",2,4,4,4,1,2,4,5,4,5,4,4,4,4,3,4,2,4,1,2,4,4,1,4,4,4,4,4,4,4,2,2,2,4,2,2
"574",23,"male","employed","no",5,4,4,2,5,4,5,1,3,2,4,2,2,4,2,2,4,4,5,1,4,4,1,4,2,2,3,4,4,2,4,4,4,5,4,2
"575",20,"female","current student","no",4,4,3,3,3,3,4,2,4,5,3,4,4,5,4,4,4,5,3,4,3,5,2,5,5,5,4,4,4,4,2,3,1,1,2,1
"576",19,"female","current student","yes",1,4,4,5,4,5,2,2,4,2,4,4,4,4,3,4,4,4,1,4,2,2,4,4,4,4,3,4,4,4,3,2,4,2,3,2
"577",19,"female","part-time","no",2,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,2,4,4,4,4,4,2,1,2,2,4,2
"578",19,"female","employed","no",4,5,4,5,5,4,5,5,4,5,5,5,4,4,4,5,4,5,5,5,4,5,4,5,5,5,4,4,4,4,2,3,2,2,2,2
"579",20,"female","current student","no",3,3,2,4,3,4,3,4,4,4,5,3,3,5,4,3,3,4,2,4,3,5,5,3,3,4,3,4,4,4,3,4,2,2,2,3
"580",26,"female","employed","no",3,4,4,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,3,4,2,4,4,4,5,5,5,5,5,5,1,1,1,1,1,1
"581",30,"female","current student","no",4,4,5,5,5,5,4,4,5,5,4,5,5,4,5,5,4,5,3,4,3,5,4,4,4,5,4,4,4,4,2,3,3,3,3,3
"582",23,"male","part-time","no",2,4,3,2,4,4,3,4,3,3,4,3,4,3,4,3,4,4,4,3,2,2,4,4,4,4,4,3,3,4,2,4,2,2,2,3
"583",27,"female","employed","no",4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"584",21,"male","current student","no",5,5,5,4,5,5,5,2,4,4,4,2,5,2,4,5,5,5,5,4,5,5,2,4,4,5,3,1,5,4,4,4,4,4,2,2
"585",20,"female","current student","no",2,1,2,2,4,4,2,1,3,4,4,3,4,4,2,2,1,5,1,3,2,4,1,2,4,2,4,2,4,4,4,4,2,2,3,2
"586",23,"male","employed","no",4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,4,4,3,4,4,5,4,4,4,4,4,4,1,1,1,1,2,2
"587",20,"female","part-time","no",1,1,1,1,1,1,1,2,2,1,1,2,2,1,5,3,2,4,2,1,3,1,2,4,4,1,4,1,3,1,5,5,5,5,5,4
"588",21,"prefer not to say","current student","no",3,4,5,5,4,4,3,2,4,5,4,5,4,5,3,5,4,5,4,3,4,4,4,3,4,3,3,4,4,4,2,2,2,3,2,1
"589",49,"female","employed","no",4,4,4,4,4,4,3,5,4,4,4,5,4,4,4,5,4,4,2,4,3,4,4,5,4,4,4,4,4,4,2,2,2,2,2,2
"590",21,"female","part-time","no",2,4,4,3,4,3,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,3,2,2,3,2,2
"591",20,"female","current student","no",3,4,4,4,4,5,5,4,4,4,5,5,4,4,4,5,4,5,3,4,4,5,4,5,4,5,4,4,4,4,2,2,2,2,1,1
"592",NA,"female","part-time","no",4,3,4,4,5,4,5,2,4,4,3,4,4,3,4,4,4,4,2,4,4,2,2,4,4,4,3,3,3,4,4,3,2,2,3,2
"593",19,"female","current student","no",4,4,4,2,4,4,4,2,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,2,2,3
"594",21,"female","current student","no",4,4,4,5,5,4,5,4,4,5,5,4,5,5,4,5,5,5,4,4,4,5,3,4,4,5,4,4,3,4,2,2,2,2,3,2
"595",20,"female","current student","no",5,4,3,4,4,4,4,4,3,3,3,4,5,4,5,4,4,5,4,4,5,5,5,4,3,4,3,3,3,4,4,4,5,4,3,5
"596",21,"other","current student","no",4,5,5,4,4,5,5,2,4,5,5,5,4,5,4,5,5,5,4,4,5,4,3,4,4,4,4,5,5,5,2,1,3,2,2,2
"597",19,"male","current student","no",5,5,4,4,5,5,3,5,4,4,5,4,4,3,3,4,4,4,3,5,3,5,3,4,4,5,4,3,3,4,1,1,1,3,1,1
"598",20,"female","part-time","no",2,4,2,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"599",22,"male","employed","no",3,4,4,3,4,3,4,4,4,5,4,4,5,4,4,4,4,5,4,4,5,4,2,4,4,3,4,3,4,4,2,2,2,3,2,2
"600",19,"female","current student","no",4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,4,4,5,4,3,5,4,4,4,4,4,4,2,4,2,2,2,2
"601",20,"female","current student","yes",2,2,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,5,4,4,4,4,4,4,4,2,2,4,2,4
"602",53,"female","employed","no",5,5,5,4,5,4,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,1,1,1,2,1
"603",47,"female","employed","no",4,4,5,5,4,5,4,5,5,5,4,5,4,4,4,5,4,5,4,4,5,4,4,5,4,5,4,4,4,4,1,1,1,1,1,2
"604",20,"male","current student","no",5,4,4,4,5,5,5,2,4,5,5,3,5,4,4,4,5,5,5,2,5,5,3,5,4,4,4,4,4,4,3,3,3,3,2,3
"605",20,"female","unemployed","no",2,2,3,3,4,3,3,1,4,4,3,4,4,3,3,2,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,3,3,3
"606",19,"female","current student","no",3,4,4,4,4,3,4,2,5,4,5,4,4,5,4,4,4,5,4,5,4,4,3,4,3,5,4,4,4,4,2,2,2,2,2,2
"607",20,"male","current student","no",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"608",18,"female","current student","no",2,2,2,2,3,2,2,2,3,4,2,3,3,4,3,4,4,4,3,2,4,2,4,4,2,3,4,4,2,4,4,2,2,4,3,4
"609",19,"female","part-time","no",4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,2,1
"610",19,"female","current student","no",2,2,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,4,5,4,4,4,4,4,4,2,2,1,2,2,2
"611",54,"male","employed","no",4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1
"612",20,"female","current student","no",4,5,4,5,5,4,4,2,4,5,5,5,5,4,5,4,4,5,4,4,4,4,2,5,4,5,4,5,4,4,2,2,1,2,3,1
"613",56,"female","retired","no",1,4,4,4,2,2,2,2,4,5,4,5,3,3,3,5,2,2,2,2,2,2,2,2,4,4,4,5,4,4,2,1,1,2,2,2
"614",59,"female","employed","no",5,5,5,4,5,5,5,4,4,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,2,2,2,1,2,2
"615",19,"female","current student","no",3,5,4,5,4,5,5,5,2,5,5,5,5,4,4,5,5,5,3,5,5,4,3,5,5,5,5,5,5,5,2,1,1,1,1,1
"616",49,"female","employed","no",3,4,3,4,5,4,5,2,4,5,4,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4,4,4,5,4,2,2,2,1,2,2
"617",20,"female","current student","no",4,4,4,4,4,5,5,2,4,3,4,4,4,4,4,4,5,5,5,4,4,5,3,5,5,5,5,4,5,4,1,1,1,1,1,2
"618",55,"female","employed","no",3,4,4,3,3,4,4,3,4,5,4,4,4,5,4,5,4,4,3,4,4,3,4,5,4,4,4,4,3,4,1,2,1,1,2,2
"619",49,"male","employed","no",4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,2,4,4,4,4,4,4,4,2,2,2,2,3,1
"620",20,"male","current student","no",3,4,4,4,4,4,4,2,4,5,4,4,4,4,4,5,4,4,3,4,3,4,4,4,3,4,4,4,4,4,2,3,2,1,2,1
"621",22,"female","current student","no",4,5,4,4,4,4,4,4,4,5,5,4,5,4,4,5,3,4,3,4,3,4,4,4,4,5,4,4,4,4,1,1,1,2,1,1
"622",56,"female","retired","no",4,5,5,5,5,4,5,4,3,5,4,5,3,3,4,5,3,5,4,5,4,4,2,5,3,4,4,4,3,4,2,2,2,2,2,2
"623",18,"female","current student","no",3,4,2,2,4,4,4,4,4,4,4,2,4,2,2,4,4,4,4,2,4,4,2,4,2,4,2,4,2,4,4,2,2,4,4,2
"624",19,"male","employed","no",3,4,3,4,5,5,4,4,4,4,5,4,5,5,4,5,4,5,4,4,4,4,3,5,4,5,4,4,3,4,3,3,4,3,3,2
"625",21,"male","part-time","no",5,3,4,4,3,4,5,4,4,4,5,4,4,5,4,4,4,4,3,3,3,3,4,4,4,4,4,3,3,4,2,2,2,2,2,2
"626",22,"male","current student","no",3,4,4,4,3,3,3,4,3,3,4,4,4,3,3,4,4,5,2,3,4,4,3,4,3,3,4,3,4,4,2,2,2,3,2,2
"627",55,"female","retired","no",2,3,2,3,2,2,4,2,4,5,4,4,4,4,5,4,3,4,2,3,4,5,2,3,3,5,3,3,4,3,2,2,2,3,4,3
"628",24,"male","employed","no",4,4,5,4,5,4,5,5,4,5,5,4,5,5,5,4,4,5,4,5,4,5,4,5,5,5,5,5,4,5,1,1,1,1,1,1
"629",57,"male","employed","no",1,4,4,4,2,3,2,4,3,3,4,4,3,4,4,5,3,4,4,4,3,2,2,3,4,4,3,4,3,4,3,3,2,2,4,3
"630",57,"female","part-time","no",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,5,5,5,5,5,5,5,1,1,1,1,1,1
"631",20,"male","part-time","no",2,5,4,4,4,4,3,3,5,4,5,5,4,5,4,5,4,5,4,5,3,5,3,5,5,4,5,4,5,5,2,1,2,2,1,2
"632",48,"male","employed","no",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
"633",NA,"female","employed","no",1,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,2,2,2,2,2,2
"634",20,"female","current student","no",2,1,2,2,2,2,3,4,3,2,4,2,3,3,2,2,2,4,2,2,2,4,2,4,3,4,4,4,2,3,3,4,2,2,2,4
"635",20,"female","current student","no",3,3,4,5,5,5,4,5,4,4,4,5,4,4,5,5,4,5,3,4,4,4,3,3,4,4,4,4,4,4,2,2,1,1,3,4
"636",18,"female","current student","no",4,4,4,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,4,5,4,4,4,4,4,5,4,4,4,4,1,2,1,2,1,2
"637",60,"female","retired","no",2,4,4,4,4,4,2,4,4,4,4,4,4,3,3,5,4,4,4,4,4,4,1,4,3,4,4,4,4,4,2,2,1,2,2,2
"638",19,"female","current student","no",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"639",19,"female","current student","no",2,4,4,2,5,1,4,2,5,5,5,5,4,1,5,5,2,5,2,4,3,2,3,4,4,5,5,5,3,5,2,1,2,3,2,1
"640",54,"female","retired","no",4,3,2,3,3,3,5,5,4,4,4,3,3,4,4,4,4,5,4,4,4,5,3,3,4,4,4,4,4,4,2,2,2,2,2,2
"641",36,"female","employed","no",5,5,5,5,5,3,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,3,1,1,3
"642",52,"female","employed","no",3,4,4,4,3,4,3,5,3,5,4,4,3,5,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,2,2,1,1,2,2
